movieId,userId,rating
48197,559,6.0
11372,560,7.0
75938,561,8.0
75938,562,7.0
67744,563,5.0
11590,564,8.0
49158,565,4.0
50374,566,6.0
7227,567,6.0
7227,568,6.0
985,569,8.0
32029,570,4.0
18775,571,8.0
18775,572,6.0
29437,573,7.0
11834,574,5.0
703,575,7.0
703,576,7.0
703,577,7.0
703,578,6.0
41662,579,5.0
175924,580,6.0
47914,581,5.0
42229,582,10.0
10839,583,9.0
10839,584,7.0
11,585,10.0
11,586,10.0
11,587,9.0
11,588,10.0
11,589,9.0
11006,590,9.0
22815,591,3.0
10670,592,8.0
5902,593,10.0
5902,594,7.0
11586,595,5.0
11586,596,2.0
14140,597,5.0
14140,598,6.0
11319,599,7.0
38985,600,7.0
691,601,8.0
691,602,9.0
691,603,6.0
691,604,10.0
691,605,8.0
691,606,8.0
691,607,10.0
26932,608,6.0
20416,609,5.0
20416,610,6.0
12707,611,7.0
12262,612,6.0
12262,613,6.0
12262,614,7.0
12262,615,5.0
42218,616,4.0
42218,617,6.0
11598,618,6.0
19971,619,9.0
11940,620,7.0
11906,621,10.0
11906,622,7.0
11906,623,10.0
5781,624,7.0
102283,625,10.0
26680,626,6.0
42222,627,7.0
42222,628,10.0
24032,629,7.0
37749,630,7.0
61280,631,8.0
840,632,8.0
840,633,7.0
38020,634,3.0
30315,635,4.0
14612,636,7.0
14612,637,7.0
11009,638,8.0
11009,639,6.0
17689,640,8.0
19067,641,7.0
14336,642,7.0
41604,643,7.0
14839,644,7.0
27495,645,6.0
27495,646,6.0
27495,647,8.0
44698,648,5.0
31948,649,6.0
14822,650,6.0
14822,651,6.0
12611,652,7.0
1815,653,6.0
23397,654,9.0
13333,655,6.0
26973,656,1.0
28735,657,3.0
11623,658,6.0
11623,659,7.0
923,660,9.0
923,661,8.0
923,662,8.0
30117,663,6.0
11935,664,8.0
10766,665,8.0
10766,666,7.0
10766,667,6.0
19378,668,5.0
2153,669,9.0
2153,670,6.0
621,671,8.0
621,672,6.0
621,673,7.0
621,674,7.0
579,675,10.0
579,676,7.0
579,677,8.0
579,678,6.0
579,679,5.0
48131,680,6.0
42227,681,6.0
9584,682,6.0
7010,683,6.0
7010,684,8.0
7010,685,7.0
54000,686,6.0
28736,687,7.0
27805,688,5.0
27805,689,6.0
15659,690,8.0
29143,691,5.0
24831,692,4.0
24831,693,8.0
24831,694,5.0
24831,695,5.0
24831,696,6.0
77128,697,8.0
77128,698,7.0
77128,699,6.0
166680,700,5.0
16642,701,9.0
16642,702,9.0
16642,703,7.0
31214,704,8.0
11455,705,1.0
4192,706,8.0
16241,707,7.0
11327,708,10.0
34130,709,7.0
12761,710,9.0
12761,711,7.0
42201,712,6.5
948,713,6.0
948,714,6.0
948,715,10.0
948,716,7.0
948,717,5.0
41317,718,6.0
25338,719,8.0
23916,720,9.0
39995,721,8.0
25239,722,2.0
25239,723,7.0
11778,724,6.0
11778,725,10.0
11778,726,9.0
17339,727,6.0
1924,728,9.0
1924,729,10.0
1924,730,10.0
1924,731,7.0
15417,732,7.0
15417,733,6.0
22049,734,3.0
26686,735,6.0
11850,736,7.0
11850,737,7.0
11583,738,6.0
11583,739,8.0
42172,740,7.0
34374,741,9.0
34374,742,6.0
65156,743,8.0
11474,744,9.0
11474,745,8.0
11474,746,7.0
51543,747,6.0
13570,748,7.0
18966,749,6.0
9659,750,8.0
9659,751,9.0
9659,752,9.0
9659,753,8.0
9659,754,6.0
26460,755,10.0
696,756,8.0
696,757,3.0
18061,758,6.0
26659,759,6.0
348,760,8.0
348,761,10.0
348,762,10.0
348,763,8.0
348,764,10.0
348,765,9.0
348,766,7.0
348,767,8.0
348,768,10.0
28942,769,6.0
28942,770,7.0
28942,771,6.0
1367,772,8.0
1367,773,10.0
1367,774,9.0
1367,775,7.0
10734,776,9.0
10734,777,8.0
10734,778,7.0
22328,779,7.0
11841,780,10.0
11841,781,9.0
11841,782,7.0
14035,783,7.0
698,784,9.0
698,785,8.0
698,786,6.0
698,787,1.0
698,788,8.0
82430,789,5.0
82430,790,6.0
233,791,8.0
65596,792,6.0
11449,793,7.0
163907,794,2.0
28,795,5.0
28,796,1.0
28,797,10.0
28,798,10.0
28,799,7.0
9453,800,8.0
9453,801,9.0
9453,802,4.0
583,803,4.0
583,804,7.0
24750,805,8.5
45964,806,6.0
9051,807,6.0
9051,808,7.0
9051,809,7.0
17264,810,5.0
2036,811,3.5
11121,812,8.0
38629,813,6.0
86182,814,6.0
86182,815,4.0
170219,816,3.0
152,817,9.0
152,818,1.0
152,819,5.0
6471,820,7.0
10322,821,9.0
12102,822,7.0
12102,823,9.0
9570,824,7.0
188074,825,5.0
11767,826,5.0
790,827,9.0
790,828,7.0
17971,829,6.0
19761,830,5.0
40102,831,6.0
13783,832,7.0
27458,833,7.0
13550,834,9.0
13550,835,6.0
5917,836,7.0
5917,837,6.0
21970,838,5.0
21970,839,7.0
4488,840,8.0
4488,841,4.0
4488,842,7.0
4488,843,8.0
4488,844,8.0
9725,845,6.0
9725,846,8.0
9725,847,8.0
9725,848,5.0
29343,849,7.0
1891,850,4.0
1891,851,10.0
1891,852,10.0
1891,853,7.0
1891,854,9.0
1891,855,10.0
1891,856,9.0
694,857,10.0
694,858,8.0
694,859,8.0
694,860,10.0
694,861,9.0
694,862,9.0
694,863,7.0
75552,864,6.0
17496,865,6.0
21866,866,8.0
21866,867,8.0
84107,868,5.0
7988,869,6.0
525,870,10.0
525,871,9.0
1623,872,7.5
1623,873,10.0
1623,874,6.0
40932,875,2.0
12129,876,7.0
12129,877,5.0
35101,878,6.0
42160,879,8.0
813,880,8.0
813,881,7.0
813,882,9.0
33518,883,7.0
33518,884,6.0
33518,885,6.0
33518,886,6.0
33518,887,4.0
5689,888,5.0
13612,889,1.0
36599,890,6.0
11033,891,8.0
11033,892,7.0
11033,893,10.0
11033,894,7.0
8738,895,8.0
15668,896,9.0
38539,897,8.0
14460,898,6.0
42750,899,7.0
8393,900,9.0
37835,901,8.0
16619,902,7.0
98864,903,6.0
44932,904,7.0
38147,905,6.0
16633,906,4.0
40969,907,5.0
1955,908,7.0
1955,909,8.0
79823,910,6.0
79823,911,2.0
14807,912,9.0
40220,913,6.0
27230,914,5.0
1578,915,8.0
1578,916,6.0
1578,917,9.0
10935,918,8.0
10935,919,7.0
10935,920,6.0
3604,921,8.0
3604,922,7.0
3604,923,7.0
11335,924,8.0
11335,925,4.0
17169,926,8.0
17169,927,7.0
17169,928,4.0
20681,929,6.0
19494,930,7.0
31603,931,6.0
6028,932,6.0
11542,933,7.0
40368,934,6.0
39874,935,7.0
39874,936,6.0
39874,937,6.0
40866,938,6.0
40866,939,8.0
217977,940,8.0
10768,941,6.0
10768,942,6.0
10768,943,6.0
11524,944,9.0
11524,945,9.0
130724,946,1.0
11527,947,6.0
11298,948,10.0
11298,949,6.0
11298,950,4.0
26843,951,5.0
26843,952,7.0
167262,953,5.0
167262,954,7.0
9728,955,5.0
9728,956,5.0
9728,957,6.0
27420,958,5.0
27420,959,5.0
24124,960,6.0
24124,961,5.0
37936,962,6.0
37936,963,6.0
25113,964,6.0
38665,965,6.0
14269,966,7.0
40469,967,6.0
10323,968,7.0
85,969,7.0
85,970,7.0
85,971,10.0
85,972,7.0
8536,973,8.0
8536,974,7.0
8536,975,9.0
848,976,7.0
848,977,7.0
699,978,8.0
699,979,10.0
699,980,9.0
699,981,6.0
699,982,9.0
43089,983,5.0
1103,984,9.0
1103,985,8.0
10948,986,7.0
11644,987,8.5
11644,988,6.0
11644,989,9.0
10863,990,8.0
17360,991,7.5
19379,992,7.0
19379,993,7.0
11827,994,6.0
21515,995,4.0
26325,996,6.0
814,997,10.0
814,998,9.0
814,999,8.0
32047,1000,10.0
14412,1001,8.0
28377,1002,6.0
26560,1003,7.0
387,1004,7.0
387,1005,10.0
15660,1006,8.0
33721,1007,6.0
764,1008,6.0
764,1009,5.0
764,1010,9.0
764,1011,7.0
28893,1012,5.0
11281,1013,6.0
11281,1014,5.0
10676,1015,7.0
10676,1016,8.0
10676,1017,6.0
10676,1018,1.0
10676,1019,3.0
83974,1020,4.0
44247,1021,6.0
44247,1022,1.0
10246,1023,4.0
10246,1024,9.0
18254,1025,1.0
17450,1026,5.0
19429,1027,9.0
14664,1028,10.0
9443,1029,6.0
47957,1030,4.0
47957,1031,5.0
63460,1032,6.0
58995,1033,7.0
41291,1034,5.0
15600,1035,7.0
62204,1036,7.0
17918,1037,5.0
17918,1038,4.0
14373,1039,6.5
14373,1040,6.0
39868,1041,5.0
4193,1042,7.0
9343,1043,8.0
6217,1044,7.0
27813,1045,6.0
13945,1046,4.0
13945,1047,6.0
13945,1048,5.0
13945,1049,10.0
9387,1050,8.0
9387,1051,8.0
15739,1052,7.0
1371,1053,7.0
1371,1054,10.0
1371,1055,7.0
609,1056,10.0
609,1057,5.0
609,1058,5.0
609,1059,10.0
609,1060,7.0
154,1061,7.0
154,1062,10.0
601,1063,8.0
601,1064,9.0
601,1065,10.0
601,1066,8.0
9037,1067,4.0
10724,1068,7.0
78,1069,10.0
78,1070,10.0
78,1071,6.0
78,1072,8.0
78,1073,8.0
78,1074,7.0
78,1075,10.0
78,1076,8.0
78,1077,10.0
78,1078,10.0
1091,1079,10.0
1091,1080,6.0
1091,1081,7.0
1091,1082,10.0
1091,1083,10.0
1091,1084,7.0
1091,1085,7.0
1091,1086,9.0
97,1087,4.0
97,1088,6.0
97,1089,1.0
27332,1090,6.0
13342,1091,8.0
2623,1092,9.0
2623,1093,6.0
16441,1094,7.0
16441,1095,1.0
11564,1096,7.0
11564,1097,10.0
42135,1098,7.0
28307,1099,7.0
12104,1100,2.0
22765,1101,5.0
10831,1102,7.0
1368,1103,9.0
1368,1104,9.0
1368,1105,6.0
1368,1106,10.0
27726,1107,7.0
27726,1108,6.0
24266,1109,7.0
31646,1110,4.0
16281,1111,8.0
16281,1112,5.0
40952,1113,8.0
40952,1114,6.0
27475,1115,5.0
27475,1116,10.0
19373,1117,6.0
150,1118,8.0
150,1119,6.0
150,1120,6.0
2665,1121,6.0
23805,1122,10.0
37917,1123,8.0
11639,1124,4.5
40229,1125,5.0
40229,1126,6.0
24740,1127,4.0
24740,1128,7.0
24740,1129,10.0
837,1130,6.0
262,1131,8.0
262,1132,10.0
262,1133,7.0
11235,1134,7.0
11235,1135,3.0
15716,1136,6.0
36912,1137,2.0
67087,1138,6.0
13633,1139,8.0
13633,1140,6.0
13633,1141,7.0
24883,1142,6.0
227,1143,7.0
227,1144,6.0
4543,1145,6.0
4543,1146,4.0
535,1147,8.0
535,1148,6.0
11654,1149,8.0
24808,1150,7.0
24808,1151,7.0
24808,1152,5.0
4288,1153,5.0
1892,1154,8.0
1892,1155,7.0
1892,1156,9.0
1892,1157,7.0
11591,1158,7.0
10576,1159,7.0
10576,1160,7.0
860,1161,7.0
860,1162,10.0
1621,1163,8.0
1621,1164,8.0
1621,1165,8.0
700,1166,10.0
700,1167,8.0
700,1168,3.0
700,1169,9.0
700,1170,7.0
9531,1171,9.0
9531,1172,6.0
9531,1173,6.0
10805,1174,5.0
11030,1175,6.0
11030,1176,6.0
17692,1177,8.0
17692,1178,5.0
17692,1179,4.0
13105,1180,7.0
849,1181,8.0
849,1182,3.0
849,1183,10.0
9346,1184,5.0
10489,1185,7.0
10489,1186,8.0
10489,1187,5.0
15120,1188,4.0
15035,1189,6.0
26452,1190,5.0
11948,1191,7.0
44859,1192,6.0
23587,1193,7.0
47886,1194,7.0
12560,1195,10.0
12560,1196,6.0
14280,1197,7.0
36670,1198,6.0
36670,1199,1.0
11336,1200,9.0
11336,1201,6.0
11336,1202,8.0
9549,1203,8.0
232,1204,6.0
38291,1205,7.0
30707,1206,7.0
850,1207,10.0
13567,1208,8.0
13567,1209,6.0
13567,1210,7.0
7012,1211,9.0
7012,1212,8.0
7012,1213,7.0
37227,1214,5.0
8769,1215,8.0
8769,1216,9.0
8769,1217,10.0
8769,1218,8.0
8769,1219,8.0
111,1220,9.0
111,1221,6.0
111,1222,5.0
10650,1223,5.0
10650,1224,7.0
11050,1225,7.0
26198,1226,6.0
9967,1227,9.0
1803,1228,7.0
21989,1229,6.0
1788,1230,9.0
1788,1231,10.0
22160,1232,6.0
13820,1233,9.0
11031,1234,3.0
10823,1235,6.0
10823,1236,5.0
2619,1237,7.0
2619,1238,6.0
9336,1239,7.0
10157,1240,10.0
10157,1241,6.0
10157,1242,6.0
11002,1243,7.0
9326,1244,6.0
52734,1245,5.0
59897,1246,5.0
9730,1247,4.0
9730,1248,6.0
9730,1249,6.0
9730,1250,7.0
2669,1251,7.0
15144,1252,7.0
15144,1253,8.0
11495,1254,10.0
11393,1255,8.5
11393,1256,7.0
87,1257,9.0
87,1258,5.0
87,1259,9.0
87,1260,5.0
87,1261,7.0
311,1262,8.0
311,1263,8.0
311,1264,7.0
157,1265,7.0
157,1266,7.0
157,1267,6.0
14746,1268,9.0
14746,1269,4.0
620,1270,8.0
620,1271,9.0
620,1272,10.0
620,1273,5.0
927,1274,5.0
927,1275,6.0
927,1276,8.0
927,1277,8.0
927,1278,6.0
8764,1279,6.0
1885,1280,8.0
1885,1281,9.0
1885,1282,7.0
1885,1283,9.0
11950,1284,5.0
11884,1285,7.0
11884,1286,8.0
11884,1287,4.0
11884,1288,7.0
34584,1289,6.0
40771,1290,7.0
1880,1291,5.0
24099,1292,10.0
24099,1293,7.0
24264,1294,7.0
11707,1295,8.0
11707,1296,6.0
11707,1297,6.0
52109,1298,9.0
279,1299,8.0
279,1300,8.0
30278,1301,7.0
24128,1302,7.0
24128,1303,8.0
11507,1304,7.5
11507,1305,7.0
655,1306,7.0
218,1307,9.0
218,1308,10.0
218,1309,9.0
218,1310,6.0
218,1311,10.0
218,1312,9.0
218,1313,7.0
625,1314,7.0
625,1315,10.0
377,1316,9.0
377,1317,10.0
377,1318,8.0
377,1319,7.0
10014,1320,5.0
10014,1321,6.0
10014,1322,5.0
10014,1323,5.0
10014,1324,5.0
38148,1325,7.0
15379,1326,5.0
15379,1327,7.0
12764,1328,6.0
52744,1329,7.0
9651,1330,10.0
1884,1331,6.0
90,1332,7.0
4437,1333,7.0
4437,1334,7.0
16969,1335,7.0
16969,1336,7.0
2148,1337,7.5
841,1338,6.0
841,1339,8.0
841,1340,1.0
15927,1341,4.0
15927,1342,7.0
9507,1343,10.0
9663,1344,8.5
9663,1345,7.0
9663,1346,10.0
13189,1347,9.0
25010,1348,8.0
40451,1349,4.0
28410,1350,5.0
28410,1351,6.0
26578,1352,1.0
9281,1353,9.0
9281,1354,10.0
2108,1355,6.0
2108,1356,4.0
2108,1357,9.0
454914,1358,10.0
18498,1359,3.0
18498,1360,3.0
9731,1361,7.0
9731,1362,7.0
13938,1363,10.0
8130,1364,10.0
8130,1365,6.0
42040,1366,7.0
16263,1367,7.0
526,1368,6.0
11905,1369,1.0
11905,1370,7.0
24548,1371,7.0
24548,1372,6.0
58903,1373,6.0
58903,1374,6.0
11064,1375,9.0
1369,1376,6.0
1369,1377,7.0
1369,1378,6.0
1369,1379,6.0
707,1380,9.0
707,1381,7.0
707,1382,1.0
707,1383,1.0
9340,1384,8.0
9340,1385,8.0
9340,1386,7.0
9340,1387,6.0
9340,1388,7.0
81,1389,4.0
10328,1390,8.0
10328,1391,6.0
13155,1392,6.0
13155,1393,6.0
8879,1394,8.0
8879,1395,8.0
105,1396,8.0
105,1397,10.0
105,1398,9.0
105,1399,9.0
105,1400,6.0
105,1401,8.0
105,1402,9.0
9626,1403,4.0
9626,1404,5.0
9355,1405,8.0
9355,1406,3.0
9355,1407,6.0
9355,1408,6.0
11509,1409,8.0
11509,1410,5.0
11509,1411,7.0
15982,1412,5.0
11797,1413,8.0
11797,1414,10.0
14370,1415,6.0
10925,1416,7.0
13667,1417,3.0
11824,1418,6.0
12500,1419,6.0
12775,1420,7.0
12775,1421,10.0
33766,1422,8.0
12615,1423,6.0
24735,1424,5.0
35144,1425,9.0
10999,1426,6.0
10999,1427,7.0
12235,1428,7.0
10553,1429,5.0
10553,1430,8.0
17898,1431,6.0
17898,1432,6.0
17898,1433,7.0
35201,1434,6.0
1694,1435,6.0
1694,1436,10.0
35564,1437,6.0
19064,1438,6.0
9838,1439,7.0
13380,1440,5.0
10372,1441,6.0
1374,1442,7.0
1374,1443,10.0
1374,1444,6.0
13764,1445,7.0
13764,1446,6.0
11893,1447,10.0
11893,1448,8.0
15196,1449,6.0
15196,1450,7.0
15196,1451,7.0
15196,1452,7.0
15196,1453,7.0
15196,1454,4.0
11976,1455,7.0
68,1456,10.0
68,1457,4.0
873,1458,10.0
1816,1459,7.0
1816,1460,6.0
11864,1461,3.0
11645,1462,7.0
11037,1463,10.0
9873,1464,7.0
16113,1465,6.0
11415,1466,7.0
11522,1467,8.0
11522,1468,7.0
11522,1469,6.0
6106,1470,9.0
6106,1471,10.0
294,1472,9.0
294,1473,8.0
26725,1474,7.0
15392,1475,10.0
12118,1476,7.0
10466,1477,5.0
10466,1478,7.0
13346,1479,7.0
3980,1480,7.0
3980,1481,6.0
3980,1482,6.0
3980,1483,7.0
123056,1484,8.0
33055,1485,7.0
12721,1486,10.0
71841,1487,7.0
744,1488,8.0
744,1489,7.0
744,1490,6.0
744,1491,6.0
9874,1492,5.0
9874,1493,7.0
9874,1494,7.0
9874,1495,10.0
6978,1496,7.0
6978,1497,6.0
6978,1498,8.0
6978,1499,7.0
2099,1500,6.0
10002,1501,8.0
10002,1502,6.0
8856,1503,5.0
8856,1504,7.0
15698,1505,7.0
9994,1506,7.0
12662,1507,7.0
679,1508,8.5
679,1509,8.0
679,1510,4.0
679,1511,10.0
679,1512,4.0
679,1513,10.0
679,1514,8.0
679,1515,10.0
679,1516,9.0
679,1517,10.0
679,1518,10.0
679,1519,10.0
679,1520,9.0
51881,1521,7.0
51881,1522,3.0
10122,1523,7.0
10122,1524,7.0
10225,1525,6.0
10225,1526,5.0
10225,1527,7.0
